A1Benchmark/real_7.csv,450,17,905,8,21,0.50,0.0125
A1Benchmark/real_7.csv,450,17,908,5,21,0.47,0.015625
A1Benchmark/real_7.csv,450,15,908,5,23,0.80,0.01875
A1Benchmark/real_7.csv,450,11,911,2,27,0.50,0.021875
A1Benchmark/real_7.csv,450,8,912,1,30,0.81,0.025
A1Benchmark/real_7.csv,450,4,913,0,34,0.47,0.028125
A1Benchmark/real_7.csv,450,4,913,0,34,0.50,0.03125
A1Benchmark/real_7.csv,450,4,913,0,34,0.54,0.034375
A1Benchmark/real_7.csv,450,3,913,0,35,0.47,0.0375
A1Benchmark/real_7.csv,450,2,913,0,36,0.51,0.040625
A1Benchmark/real_7.csv,450,2,913,0,36,0.79,0.04375
A1Benchmark/real_7.csv,450,2,913,0,36,0.77,0.046875
A1Benchmark/real_7.csv,450,2,913,0,36,0.44,0.05
A1Benchmark/real_7.csv,500,38,501,362,0,0.28,0.0
A1Benchmark/real_7.csv,500,28,833,30,10,0.52,0.003125
A1Benchmark/real_7.csv,500,28,841,22,10,0.53,0.00625
A1Benchmark/real_7.csv,500,20,852,11,18,0.54,0.009375
A1Benchmark/real_7.csv,500,17,855,8,21,0.65,0.0125
A1Benchmark/real_7.csv,500,17,858,5,21,0.82,0.015625
A1Benchmark/real_7.csv,500,15,858,5,23,0.90,0.01875
A1Benchmark/real_7.csv,500,11,861,2,27,0.64,0.021875
A1Benchmark/real_7.csv,500,8,862,1,30,0.87,0.025
A1Benchmark/real_7.csv,500,4,863,0,34,0.55,0.028125
A1Benchmark/real_7.csv,500,4,863,0,34,0.87,0.03125
A1Benchmark/real_7.csv,500,4,863,0,34,0.53,0.034375
A1Benchmark/real_7.csv,500,3,863,0,35,0.51,0.0375
A1Benchmark/real_7.csv,500,2,863,0,36,0.68,0.040625
A1Benchmark/real_7.csv,500,2,863,0,36,0.47,0.04375
A1Benchmark/real_7.csv,500,2,863,0,36,0.55,0.046875
A1Benchmark/real_7.csv,500,2,863,0,36,0.47,0.05
